time,connetion,conection_data,Is_heart_beat,heart_rate,Is_beat_span,beat_span,Is_Valid
20:59:33:652642,,InValid,
20:59:33:757641,True,320,False,False,False,False,InValid,
20:59:33:758641,True,323,False,False,False,False,InValid,
20:59:33:759641,True,323,False,False,False,False,InValid,
20:59:33:835640,EM_ON
20:59:33:836641,Motor Actived.
20:59:33:836641,Intensity:50
20:59:33:837641,Duration:200
20:59:34:022641,Motor Actived.
20:59:34:023644,Intensity:100
20:59:34:023644,Duration:200
20:59:34:191642,Waiting command...
20:59:34:757011,True,312,False,False,False,False,InValid,
20:59:34:762011,True,310,False,False,False,False,InValid,
20:59:34:765010,True,311,False,False,False,False,InValid,
20:59:34:855211,True,314,False,False,False,False,InValid,
20:59:34:856207,True,318,False,False,False,False,InValid,
20:59:34:857206,True,318,False,False,False,False,InValid,
20:59:34:958211,True,321,False,False,False,False,InValid,
20:59:34:961211,True,323,False,False,False,False,InValid,
20:59:35:071256,True,322,False,False,False,False,InValid,
20:59:35:073256,True,325,False,False,False,False,InValid,
20:59:35:075257,True,360,False,False,False,False,InValid,
20:59:35:169250,True,427,False,False,False,False,InValid,
20:59:35:170251,True,453,False,False,False,False,InValid,
20:59:35:171250,True,422,False,False,False,False,InValid,
20:59:35:269354,True,380,False,False,False,False,InValid,
20:59:35:270365,True,349,False,False,False,False,InValid,
20:59:35:271371,True,327,False,False,False,False,InValid,
20:59:35:379356,True,315,False,False,False,False,InValid,
20:59:35:379356,True,314,False,False,False,False,InValid,
20:59:35:473361,True,324,False,False,False,False,InValid,
20:59:35:474360,True,331,False,False,False,False,InValid,
20:59:35:475359,True,327,False,False,False,False,InValid,
20:59:35:577354,True,320,False,False,False,False,InValid,
20:59:35:578354,True,315,False,False,False,False,InValid,
20:59:35:579354,True,313,False,False,False,False,InValid,
20:59:35:690362,True,312,False,False,False,False,InValid,
20:59:35:693361,True,313,False,False,False,False,InValid,
20:59:35:695362,True,317,False,False,False,False,InValid,
20:59:35:803364,True,318,False,False,False,False,InValid,
20:59:35:805359,True,317,False,False,False,False,InValid,
20:59:35:807355,True,316,False,False,False,False,InValid,
20:59:35:888360,True,315,False,False,False,False,InValid,
20:59:35:889354,True,324,False,False,False,False,InValid,
20:59:36:002356,True,374,False,False,False,False,InValid,
20:59:36:003357,True,438,False,False,False,False,InValid,
20:59:36:004358,True,448,False,False,False,False,InValid,
20:59:36:104407,True,410,False,False,False,False,InValid,
20:59:36:106406,True,373,False,False,False,False,InValid,
20:59:36:108406,True,358,False,False,False,False,InValid,
20:59:36:198401,True,352,False,False,False,False,InValid,
20:59:36:199403,True,358,False,False,False,False,InValid,
20:59:36:200403,True,379,False,False,False,False,InValid,
20:59:36:316453,True,397,False,False,False,False,InValid,
20:59:36:318449,True,400,False,False,False,False,InValid,
20:59:36:415480,True,382,False,False,False,False,InValid,
20:59:36:418474,True,352,False,False,False,False,InValid,
20:59:36:421476,True,342,False,False,False,False,InValid,
20:59:36:509720,True,359,False,False,False,False,InValid,
20:59:36:510720,True,379,False,False,False,False,InValid,
20:59:36:510720,True,388,False,False,False,False,InValid,
20:59:36:631723,True,396,False,False,False,False,InValid,
20:59:36:632723,True,395,False,False,False,False,InValid,
20:59:36:633722,True,376,False,False,False,False,InValid,
20:59:36:725774,True,358,False,False,False,False,InValid,
20:59:36:728767,True,378,False,False,False,False,InValid,
20:59:36:730766,True,438,False,False,False,False,InValid,
20:59:36:828955,True,509,False,False,False,False,InValid,
20:59:36:829955,True,504,False,False,False,False,InValid,
20:59:36:937959,True,470,False,False,False,False,InValid,
20:59:36:938953,True,497,False,False,False,False,InValid,
20:59:36:938953,True,488,False,False,False,False,InValid,
20:59:37:035952,True,445,False,False,False,False,InValid,
20:59:37:035952,True,403,False,False,False,False,InValid,
20:59:37:036953,True,364,False,False,False,False,InValid,
20:59:37:132952,True,358,False,False,False,False,InValid,
20:59:37:133953,True,387,False,False,False,False,InValid,
20:59:37:133953,True,387,False,False,False,False,InValid,
20:59:37:247952,True,381,False,False,False,False,InValid,
20:59:37:247952,True,419,False,False,False,False,InValid,
20:59:37:352959,True,564,False,False,False,False,InValid,
20:59:37:355959,True,566,False,False,False,False,InValid,
20:59:37:358959,True,564,False,False,False,False,InValid,
20:59:37:449003,True,564,False,False,False,False,InValid,
20:59:37:451999,True,564,False,False,False,False,InValid,
20:59:37:453999,True,430,False,False,False,False,InValid,
20:59:37:562999,True,37,False,False,False,False,InValid,
20:59:37:564997,True,45,False,False,False,False,InValid,
20:59:37:567001,True,291,False,False,False,False,InValid,
20:59:37:660000,True,334,False,False,False,False,InValid,
20:59:37:660997,True,343,False,False,False,False,InValid,
20:59:37:661999,True,292,False,False,False,False,InValid,
20:59:37:759994,True,122,False,False,False,False,InValid,
20:59:37:760996,True,444,True,62,True,966,Valid,
20:59:37:761996,True,568,False,False,False,False,InValid,
20:59:37:876005,True,569,False,False,False,False,InValid,
20:59:37:880000,True,568,False,False,False,False,InValid,
20:59:37:973113,True,569,False,False,False,False,InValid,
20:59:37:974044,True,567,False,False,False,False,InValid,
20:59:37:974044,True,568,False,False,False,False,InValid,
20:59:38:070051,True,567,False,False,False,False,InValid,
20:59:38:072049,True,570,False,False,False,False,InValid,
20:59:38:074049,True,567,False,False,False,False,InValid,
20:59:38:185147,True,566,False,False,False,False,InValid,
20:59:38:186146,True,570,False,False,False,False,InValid,
20:59:38:187146,True,567,False,False,False,False,InValid,
20:59:38:282147,True,0,False,False,False,False,InValid,
20:59:38:282147,True,0,False,False,False,False,InValid,
20:59:38:283146,True,0,False,False,False,False,InValid,
20:59:38:384202,True,0,False,False,False,False,InValid,
20:59:38:387202,True,166,False,False,False,False,InValid,
20:59:38:388201,True,359,True,64,True,644,Valid,
20:59:38:498244,True,439,False,False,False,False,InValid,
20:59:38:500239,True,488,False,False,False,False,InValid,
20:59:38:501238,True,450,False,False,False,False,InValid,
20:59:38:599253,True,371,False,False,False,False,InValid,
20:59:38:600245,True,335,False,False,False,False,InValid,
20:59:38:696356,True,322,False,False,False,False,InValid,
20:59:38:698355,True,298,False,False,False,False,InValid,
20:59:38:700354,True,282,False,False,False,False,InValid,
20:59:38:818545,True,294,False,False,False,False,InValid,
20:59:38:819544,True,309,False,False,False,False,InValid,
20:59:38:820545,True,325,False,False,False,False,InValid,
20:59:39:045589,True,322,False,False,False,False,InValid,
20:59:39:046583,True,321,False,False,False,False,InValid,
20:59:39:149734,True,322,False,False,False,False,InValid,
20:59:39:153731,True,328,False,False,False,False,InValid,
20:59:39:154724,True,336,False,False,False,False,InValid,
20:59:39:246736,True,350,False,False,False,False,InValid,
20:59:39:249729,True,369,False,False,False,False,InValid,
20:59:39:252727,True,393,False,False,False,False,InValid,
20:59:39:362731,True,406,False,False,False,False,InValid,
