time,connetion,conection_data,Is_heart_beat,heart_rate,Is_beat_span,beat_span,Is_Valid
22:42:25:921700,TRUE,344,FALSE,FALSE,FALSE,FALSE,InValid
22:42:25:921700,TRUE,335,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:023700,TRUE,341,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:023700,TRUE,344,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:154698,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:155704,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:156704,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:235348,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:236343,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:236343,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:341892,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:344892,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:346892,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:445891,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:446891,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:447889,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:552885,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:553886,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:553886,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:660886,TRUE,282,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:660886,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:660886,TRUE,570,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:767525,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:768524,TRUE,566,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:769522,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:871568,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:872576,TRUE,569,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:975675,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:976671,TRUE,567,FALSE,FALSE,FALSE,FALSE,InValid
22:42:26:976671,TRUE,566,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:080238,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:083241,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:085236,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:186830,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:187830,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:188831,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:288405,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:289402,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:289402,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:394501,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:397497,TRUE,569,TRUE,81,TRUE,738,Valid
22:42:27:398502,TRUE,570,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:501535,TRUE,570,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:502529,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:502529,TRUE,568,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:580532,TRUE,567,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:582527,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:584528,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:711525,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:711525,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:712525,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:816863,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:817860,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:818860,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:896956,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:897949,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:27:898949,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:023998,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:023998,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:128827,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:131827,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:133827,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:206827,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:206827,TRUE,0,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:207821,TRUE,292,TRUE,80,TRUE,866,Valid
22:42:28:207821,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:316826,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:317825,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:422896,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:422896,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:423821,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:527828,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:528824,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:529824,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:632826,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:633827,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:635826,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:739820,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:740820,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:844827,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:846824,TRUE,557,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:847825,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:949823,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:949823,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:28:949823,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:051827,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:054827,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:056827,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:159871,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:162872,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:165874,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:263901,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:264898,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:368994,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:371988,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:374988,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:472989,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:472989,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:473982,TRUE,563,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:582040,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:585035,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:589036,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:686035,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:687035,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:764029,TRUE,558,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:765029,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:766029,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:898633,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:898633,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:899633,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:979409,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:980405,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:29:980405,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:077282,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:080282,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:082277,TRUE,569,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:206607,TRUE,571,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:207531,TRUE,571,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:312298,TRUE,570,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:314298,TRUE,567,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:315297,TRUE,564,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:394427,TRUE,564,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:395425,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:396426,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:499089,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:499089,TRUE,559,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:500087,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:608657,TRUE,561,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:610657,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:707954,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:707954,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:708949,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:815814,TRUE,562,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:815814,TRUE,566,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:816809,TRUE,567,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:920933,TRUE,564,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:921934,TRUE,564,FALSE,FALSE,FALSE,FALSE,InValid
22:42:30:922934,TRUE,563,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:025507,TRUE,560,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:028506,TRUE,407,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:030506,TRUE,282,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:130554,TRUE,355,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:132555,TRUE,444,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:236736,TRUE,480,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:237734,TRUE,528,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:238733,TRUE,549,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:340735,TRUE,546,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:341736,TRUE,528,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:341736,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:445733,TRUE,502,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:446739,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:447739,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:550828,TRUE,516,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:550828,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:658876,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:661880,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:663879,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:762657,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:763652,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:763652,TRUE,503,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:868655,TRUE,496,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:869654,TRUE,494,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:869654,TRUE,496,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:946796,TRUE,497,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:947795,TRUE,497,FALSE,FALSE,FALSE,FALSE,InValid
22:42:31:948795,TRUE,497,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:079808,TRUE,497,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:082807,TRUE,505,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:181847,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:182848,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:183846,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:260084,TRUE,506,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:261078,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:261078,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:393693,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:396689,TRUE,505,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:399692,TRUE,505,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:473681,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:473681,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:578738,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:579734,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:580733,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:683774,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:683774,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:685773,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:788836,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:789835,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:790832,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:895877,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:896877,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:32:897878,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:001885,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:003885,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:102922,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:103921,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:104922,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:207928,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:208922,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:209922,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:315975,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:316976,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:317974,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:425077,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:427078,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:529126,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:531125,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:532123,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:636484,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:639486,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:642484,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:743482,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:743482,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:744477,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:822525,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:822525,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:823523,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:953521,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:33:954521,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:052525,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:052525,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:053523,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:135071,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:137071,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:140071,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:268070,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:268070,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:269068,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:348065,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:349067,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:451110,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:451110,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:452111,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:559118,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:560115,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:561113,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:666223,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:669217,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:671215,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:716209,TRUE,506,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:954252,TRUE,505,FALSE,FALSE,FALSE,FALSE,InValid
22:42:34:954252,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:053259,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:056260,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:059259,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:157346,TRUE,512,TRUE,97,TRUE,388,Valid
22:42:35:159341,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:162336,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:261338,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:262336,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:263334,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:367344,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:370341,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:373341,TRUE,510,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:473335,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:474334,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:578391,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:580388,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:582388,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:684434,TRUE,505,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:687431,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:690428,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:789431,TRUE,507,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:790430,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:791430,TRUE,509,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:898473,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:899474,TRUE,508,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:899474,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:977474,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:35:978474,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:077482,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:079479,TRUE,512,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:080479,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:208517,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:209518,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:210518,TRUE,513,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:289523,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:290519,TRUE,514,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:290519,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:394523,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:395521,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:501571,TRUE,511,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:502571,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:503573,TRUE,515,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:608185,TRUE,518,FALSE,FALSE,FALSE,FALSE,InValid
22:42:36:611185,TRUE,518,FALSE,FALSE,FALSE,FALSE,InValid
